geoid,name,totpop,nhisp,white,black,asian,hispa,commute_tot,commute_dri,commute_bus,commute_trn,commute_com,commute_fer,commute_bik,commute_wlk,vehtot,veh0,veh1,veh2,veh3m,mhhi,labforce,employed,hhpop,limeng,limeng_sp,limeng_ie,limeng_as,limeng_ot,limeng_pct,re_other
36085,"Richmond County, New York",492925,400514,285903,44626,56162,92411,221119,119172,40351,6956,572,7549,306,5934,220245,17574,62294,89038,51339,96185,239189,226190,170000,11402,2701,4271,4085,345,6.7,13823
