geoid,name,totpop,nhisp,white,black,asian,hispa,commute_tot,commute_dri,commute_bus,commute_trn,commute_com,commute_fer,commute_bik,commute_wlk,vehtot,veh0,veh1,veh2,veh3m,mhhi,labforce,employed,hhpop,limeng,limeng_sp,limeng_ie,limeng_as,limeng_ot,limeng_pct,re_other,nta_name,cdtaname,shape_area,geometry,area_sqmi,popdens_sqmi
36085000300,Census Tract 3; Richmond County; New York,2155,1690,936,294,380,465,1109,274,178,185,0,193,0,59,1069,271,566,232,0,74258,1233,1172,1039,96,28,68,0,0,9.2,80,St. George-New Brighton,SI01 North Shore (CD 1 Equivalent),4116728.66464,"list(list(c(964105.854614258, 963907.101806641, 963784.398620605, 963519.324035645, 963470.845031738, 963454.778198242, 963444.167419434, 963413.668640137, 963353.449401855, 963153.353393555, 962923.855834961, 962896.353210449, 962621.678833008, 962625.590209961, 962368.407409668, 962548.442993164, 962288.722412109, 962269.126037598, 962470.251037598, 962481.73059082, 962669.168029785, 962903.809814453, 962922.00201416, 962933.647827148, 963024.764221191, 963384.458435059, 963689.109985352, 963725.897399902, 
963749.699035645, 963827.772583008, 963853.486206055, 963781.376831055, 963769.638000488, 963761.812194824, 963775.786987305, 963760.431396484, 963754.23638916, 963763.984008789, 963898.205200195, 963923.918395996, 963856.840209961, 963875.84564209, 963800.382385254, 963862.988830566, 963899.322998047, 963894.851196289, 963925.595397949, 963975.90423584, 963984.848205566, 963935.656982422, 963988.312805176, 963976.315429688, 963876.963806152, 963873.609802246, 963916.092590332, 963895.968994141, 
963957.903991699, 964012.338989258, 964025.156433105, 964047.692993164, 964106.141601562, 964074.093200684, 964077.092590332, 964103.789428711, 964112.523193359, 964099.287597656, 964102.88684082, 964110.307189941, 964123.277587891, 964109.485595703, 964095.088806152, 964098.08782959, 964096.288391113, 964084.29119873, 964115.484191895, 964118.483398438, 964121.48260498, 964106.486206055, 964102.88684082, 964107.085998535, 964068.094604492, 964049.827209473, 964062.185241699, 964051.978027344, 964075.361999512, 
964177.333984375, 964350.708190918, 964348.020385742, 964356.084228516, 964364.148193359, 964357.428405762, 964356.084228516, 964183.382202148, 964198.16583252, 964224.373596191, 964264.021240234, 964237.813598633, 964241.845397949, 964204.665405273, 964188.085998535, 964217.737792969, 964275.445007324, 964279.476989746, 964307.700805664, 964336.596435547, 964305.012634277, 964307.028808594, 964286.196838379, 964283.509033203, 964252.838806152, 964268.725036621, 964294.971984863, 964326.516601562, 
964332.56439209, 964366.16418457, 964382.972595215, 964372.156799316, 964380.74798584, 964447.548828125, 964451.70703125, 964410.125183105, 964415.114990234, 964407.005187988, 964412.548034668, 964423.28338623, 964430.675598145, 964461.686584473, 964460.854797363, 964506.594787598, 964509.921386719, 964406.780639648, 964413.58380127, 964367.059387207, 964366.048583984, 964351.079406738, 964350.931396484, 964217.467407227, 964238.157592773, 964719.781188965, 964732.241394043, 963924.817199707, 963950.882629395, 
964755.085205078, 964769.622192383, 963966.665588379, 964021.077392578, 964278.434631348, 964273.178039551, 964322.239990234, 964320.487792969, 964818.116027832, 964827.753234863, 964330.125, 964330.095878925, 964329.810397609, 964329.274949195, 964328.501524658, 964327.507444275, 964326.314969746, 964324.950805664, 964323.538792005, 964321.989020437, 964320.336966903, 964318.620448691, 964316.878758753, 964315.151766252, 964313.479003906, 964313.479003906, 964032.043640137, 964052.361999512, 963968.999389648, 
963964.788635254, 963980.792785645, 964009.470031738, 964010.346191406, 963985.316589355, 963985.792785645, 964008.676391602, 964011.222229004, 964025.135986328, 964047.14263916, 964067.293029785, 964081.310791016, 964097.080627441, 964104.089599609, 964105.841796875, 964098.169799805, 964159.458190918, 964161.963989258, 964098.978027344, 964105.854614258, 171704.149414062, 171690.337219238, 171675.038391113, 171654.841003418, 171650.375610352, 171649.46661377, 171648.626220703, 171647.726013184, 
171647.72479248, 171642.955810547, 171635.346984863, 171646.794616699, 171764.461608887, 171785.257019043, 173182.522399902, 173225.806396484, 173671.642211914, 173705.500183105, 173824.036804199, 173830.802001953, 173939.403991699, 174073.507995605, 174083.455383301, 174089.177185059, 174078.01940918, 174050.240600586, 174242.667785645, 174346.325195312, 174329.768615723, 174275.45880127, 174306.20300293, 174390.051025391, 174379.989196777, 174389.492004395, 174405.702392578, 174424.32598877, 174430.683410645, 
174437.476196289, 174561.101013184, 174532.592407227, 174476.135009766, 174453.775390625, 174387.256225586, 174315.146606445, 174288.315185547, 174283.843383789, 174262.601989746, 174328.56262207, 174323.531616211, 174255.335205078, 174216.941589355, 174205.74420166, 174281.60760498, 174276.017822266, 174245.273620605, 174221.236999512, 174171.833984375, 174226.173217773, 174218.914611816, 174242.921203613, 174199.422790527, 174146.524414062, 174143.525024414, 174179.244384766, 174173.508605957, 
174157.322021484, 174154.322387695, 174164.057800293, 174155.389221191, 174136.326599121, 174145.924621582, 174148.323791504, 174149.523620605, 174137.526184082, 174115.331420898, 174116.531005859, 174114.131591797, 174104.533813477, 174106.933410645, 174110.532409668, 174137.526184082, 174112.451782227, 174102.244995117, 174090.525390625, 174072.083190918, 174129.781005859, 174283.667602539, 174287.027404785, 174293.747192383, 174287.699401855, 174276.947387695, 174280.307617188, 174121.717224121, 
174110.293395996, 174123.061218262, 174061.237792969, 174043.765991211, 174034.358215332, 174016.232788086, 174008.150390625, 173951.442810059, 173977.238586426, 173973.206787109, 173984.63079834, 173915.415405273, 173901.975585938, 173895.92779541, 173884.503601074, 173887.863586426, 173874.891601562, 173831.41619873, 173837.215209961, 173844.184204102, 173828.056396484, 173833.432189941, 173762.166625977, 173757.448608398, 173714.384216309, 173727.86340332, 173712.893798828, 173702.91418457, 173677.965393066, 
173676.002197266, 173653.321594238, 173645.274414062, 173617.050598145, 173623.908996582, 173627.235595703, 173638.046813965, 173621.41418457, 173593.82421875, 173476.865600586, 173474.013000488, 173430.13861084, 173430.13861084, 173472.559997559, 173442.706604004, 173351.288391113, 173434.031188965, 173373.807006836, 173250.090209961, 173129.198425293, 173257.512207031, 173184.827819824, 173050.432617188, 172790.205810547, 172816.55480957, 172822.68762207, 172828.82019043, 172862.98840332, 172919.059204102, 
172842.838012695, 172791.148010254, 172789.427911353, 172787.731418298, 172786.096522808, 172784.559837168, 172783.155774328, 172781.915777246, 172780.867614746, 172779.847366569, 172779.051818327, 172778.499180978, 172778.202104986, 172778.167390742, 172778.395832892, 172778.882202148, 172782.38659668, 172746.847412109, 172646.740600586, 172641.107788086, 171950.961791992, 171940.605407715, 171941.324584961, 171886.130004883, 171880.860595703, 171874.575622559, 171876.41619873, 171862.475402832, 
171863.832824707, 171865.979797363, 171865.979797363, 171862.475402832, 171847.581604004, 171835.315795898, 171819.546203613, 171807.996582031, 171814.638793945, 171784.565185547, 171774.992614746, 171704.149414062)))",0.147658828463086,14594.4541374899
36085000600,Census Tract 6; Richmond County; New York,2698,2014,1196,379,439,684,1068,521,299,104,0,31,0,22,1068,273,343,169,283,41211,1232,1089,1307,241,98,120,23,0,18.4,0,Rosebank-Shore Acres-Park Hill,SI01 North Shore (CD 1 Equivalent),7194727.83074,"list(list(c(968486.517822266, 968350.928588867, 968181.132995605, 968142.404785156, 967470.752624512, 967460.874023438, 967400.851196289, 967315.339599609, 967183.774841309, 967037.52520752, 967016.901794434, 966880.737426758, 966854.828613281, 966788.421386719, 966716.521789551, 966664.201416016, 966642.889404297, 966572.565795898, 966496.145019531, 966409.718017578, 966357.585998535, 966271.338989258, 966214.170593262, 966040.24041748, 965888.705383301, 965712.094787598, 965692.937988281, 965569.883789062, 
965440.947021484, 965357.145996094, 965189.37298584, 965053.008239746, 964889.078186035, 964776.755432129, 964552.389221191, 964493.649230957, 964464.659606934, 964444.410827637, 964333.981811523, 964244.66998291, 964113.902587891, 964061.724182129, 964004.896789551, 963943.610839844, 963878.089416504, 963808.581604004, 963745.602783203, 963643.148803711, 963597.085998535, 963475.124206543, 963422.279785156, 963363.116638184, 963251.705993652, 963432.306213379, 963673.267211914, 963840.023986816, 
963842.147033691, 963846.006835938, 963851.024597168, 963855.463439941, 963863.955200195, 963881.324584961, 963899.851806641, 963913.747192383, 963928.028625488, 963930.923583984, 964019.463195801, 964068.066833496, 964106.075439453, 964192.416992188, 964475.240234375, 964480.385437012, 964499.481994629, 964523.110229492, 964543.17779541, 964563.245605469, 964589.139404297, 964598.842407227, 964606.94140625, 964617.945983887, 964654.844604492, 964660.346984863, 964660.663208008, 964660.0234375, 964663.907592773, 
964677.178039551, 964680.091003418, 964693.361633301, 964708.574401855, 964715.047607422, 964724.110595703, 964739.322998047, 964738.999389648, 964750.004394531, 964756.477600098, 964771.042785645, 964793.376403809, 964795.318237305, 964795.318237305, 964799.526000977, 964809.883605957, 964822.182983398, 964829.303833008, 964832.864196777, 964839.513000488, 964844.192810059, 964850.66619873, 964850.342407227, 964847.738586426, 964843.545593262, 964845.811035156, 964851.313598633, 964856.815795898, 
964861.937194824, 964881.091186523, 964877.452636719, 964885.299194336, 964966.540588379, 965035.704406738, 965032.570007324, 965162.145996094, 965263.347839355, 965269.527587891, 965592.777404785, 965735.26159668, 965744.971801758, 965790.240600586, 965809.923828125, 965810.546203613, 965812.101806641, 965938.254394531, 965952.295593262, 965822.371398926, 965813.402404785, 965871.888000488, 966045.903198242, 966081.126403809, 965905.091186523, 965737.616394043, 965811.546630859, 965913.153991699, 
966010.608032227, 966075.376037598, 966166.3984375, 966168.346191406, 966215.097595215, 966383.142028809, 966410.838195801, 966176.93939209, 966360.734985352, 966478.678405762, 966507.308227539, 966391.021240234, 966426.903198242, 966506.719238281, 966518.497530937, 966529.523268742, 966539.497894566, 966548.151313501, 966555.249206543, 966556.744858058, 966555.776441538, 966552.367976688, 966546.604003906, 966568.960998535, 966604.07019043, 966790.539794922, 966792.531982422, 967083.082397461, 967192.094787598, 
967263.621398926, 967303.003601074, 967366.966186523, 967386.609802246, 967411.089782715, 967404.13079834, 967421.240600586, 967451.395996094, 967497.653198242, 967525.518188477, 967566.130004883, 967569.070007324, 967589.929992676, 967588.839782715, 967631.630432129, 967628.131591797, 967622.570800781, 967615.630004883, 967613.147399902, 967604.569030762, 967602.039794922, 967593.57019043, 967590.887390137, 967586.303588867, 967579.770996094, 967578.220031738, 967590.130004883, 967586.869995117, 
967536.489807129, 967536.989807129, 967591.609985352, 967655.256591797, 967581.647399902, 967585.486206055, 967515.557434082, 967569.617797852, 967618.587036133, 967720.763000488, 967729.07359501, 967736.698616529, 967743.44786084, 967749.152969777, 967753.671630859, 967837.064208984, 967862.330200195, 967890.364807129, 967895.988037109, 967888.721984863, 967855.895202637, 967834.303833008, 967834.616027832, 967844.668395996, 967985.304199219, 968012.61138916, 968013.442199707, 968055.121398926, 
968211.867797852, 968319.093994141, 968377.868041992, 968386.117797852, 968414.234191895, 968423.584228516, 968432.690795898, 968480.726989746, 968486.517822266, 160755.694213867, 160678.081420898, 160580.888183594, 160562.554382324, 160192.830993652, 160212.181213379, 160318.368591309, 160465.336791992, 160705.119995117, 160968.498596191, 161005.817993164, 161244.197021484, 161288.018798828, 161410.105407715, 161537.955993652, 161632.26940918, 161666.856811523, 161793.844421387, 161930.616210938, 
162083.900024414, 162179.555419922, 162332.039001465, 162433.830200195, 162743.327819824, 163012.454406738, 163326.718994141, 163360.307983398, 163579.00201416, 163810.398986816, 163960.116394043, 164261.923583984, 164506.178405762, 164798.773010254, 164972.338806152, 165324.322998047, 165421.711425781, 165471.668395996, 165506.608398438, 165699.470214844, 165844.708984375, 166065.145202637, 166158.921203613, 166250.187194824, 166338.599182129, 166423.835205078, 166505.600402832, 166583.999206543, 
166705.682006836, 166794.031188965, 167071.976989746, 167209.30279541, 167356.333618164, 167595.935791016, 167618.478393555, 167651.887023926, 167668.109191895, 167665.407409668, 167663.09161377, 167662.705810547, 167664.249389648, 167666.758422852, 167669.846191406, 167671.969421387, 167672.355407715, 167675.442993164, 167677.179992676, 167691.944213867, 167671.909790039, 167435.338806152, 166846.461791992, 166294.110412598, 166281.175598145, 166231.006591797, 166184.721618652, 166153.972595215, 
166134.876220703, 166122.90020752, 166118.842407227, 166115.455810547, 166106.069396973, 166034.537597656, 166015.441223145, 166008.419799805, 165997.963012695, 165987.605407715, 165970.127197266, 165963.006408691, 165928.049804688, 165913.161010742, 165903.450805664, 165887.590820312, 165853.605407715, 165847.778991699, 165819.94342041, 165811.851623535, 165794.049621582, 165752.619384766, 165744.851623535, 165735.464782715, 165717.015808105, 165696.624206543, 165683.353820801, 165683.353820801, 
165684.648620605, 165688.962219238, 165691.122009277, 165678.822387695, 165675.262023926, 165674.270019531, 165672.672607422, 165659.078186035, 165659.078186035, 165647.426391602, 165648.90838623, 165628.976806641, 165621.194824219, 165606.967407227, 165562.947998047, 165495.518981934, 165491.739990234, 165369.251403809, 165273.585205078, 165273.617004395, 164967.846801758, 164833.067810059, 164807.821411133, 164764.473388672, 164787.394592285, 164788.017211914, 164786.460998535, 164932.466796875, 
164916.711791992, 164763.432800293, 164752.384216309, 164700.610595703, 164901.610595703, 164875.383605957, 164663.583984375, 164462.083984375, 164390.984985352, 164508.553588867, 164421.408203125, 164476.247192383, 164397.34979248, 164399.420410156, 164354.213623047, 164526.614807129, 164499.540588379, 164258.991394043, 164095.440002441, 164219.155822754, 164192.393005371, 164068.489807129, 164036.559997559, 164024.361999512, 164020.745538625, 164015.246441144, 164008.013612727, 163999.242905346, 
163989.171813965, 163973.595342191, 163957.977223999, 163942.704836702, 163928.156982422, 163905.567199707, 163870.091186523, 163617.665222168, 163614.968200684, 163266.03918457, 163116.847412109, 162928.39239502, 162829.873413086, 162626.237792969, 162631.668395996, 162544.640625, 162460.904418945, 162361.678588867, 162286.926208496, 162214.512023926, 162231.199401855, 162255.520202637, 162249.570007324, 162262.290222168, 162264.180419922, 162287.678405762, 162302.445983887, 162325.915405273, 162355.209594727, 
162365.687194824, 162401.89239502, 162412.567199707, 162448.313781738, 162459.637207031, 162478.983398438, 162506.554992676, 162513.100219727, 162514.910217285, 162528.429992676, 162536.730407715, 162542.340209961, 162535.790405273, 162270.789794922, 162229.338806152, 162224.177185059, 162184.537597656, 162188.340209961, 162158.794006348, 162146.002624512, 162142.306621574, 162137.348248267, 162131.25118994, 162124.167536147, 162116.273986816, 161978.174621582, 161941.19342041, 161906.088623047, 
161886.495605469, 161863.216796875, 161845.481994629, 161820.959411621, 161790.406799316, 161752.236022949, 161538.999023438, 161525.171386719, 161494.76940918, 161436.789794922, 161275.589416504, 161142.866394043, 161062.980407715, 161023.951599121, 160965.137390137, 160928.875, 160890.532592773, 160769.530395508, 160755.694213867)))",0.258059507467656,10454.9529156106
36085000700,Census Tract 7; Richmond County; New York,4583,3511,1030,2187,199,1072,2036,672,138,226,0,444,0,101,2036,768,1024,244,0,64452,2574,2343,1862,143,142,1,0,0,7.7,95,St. George-New Brighton,SI01 North Shore (CD 1 Equivalent),5500140.82692,"list(list(c(963725.897399902, 963689.109985352, 963384.458435059, 963024.764221191, 962933.647827148, 962922.00201416, 962903.809814453, 962669.168029785, 962481.73059082, 962470.251037598, 962269.126037598, 961970.914794922, 961391.089782715, 961473.776611328, 960898.82043457, 960669.749389648, 960452.77142334, 960237.942626953, 960248.316589355, 960253.014587402, 960253.018005371, 960253.018005371, 960251.935241699, 960245.055419922, 960232.470214844, 960232.460205078, 960232.443786621, 960214.31060791, 
960189.760803223, 960170.18939209, 960151.866394043, 960134.481384277, 960121.125183105, 960112.727416992, 960088.968383789, 960066.529785156, 960042.14642334, 960022.165405273, 960022.103027344, 960022.037414551, 960003.679626465, 959979.440795898, 959917.477416992, 959917.385437012, 959917.296813965, 959864.26940918, 959839.375, 959807.215026855, 959807.139587402, 959807.067382812, 959773.720825195, 959747.574035645, 959691.532836914, 959679.807800293, 959654.901184082, 959570.768615723, 959522.750427246, 
959491.704406738, 959442.19342041, 959703.880004883, 959730.205627441, 959754.072631836, 959763.311584473, 959847.481628418, 959920.690429688, 960289.85760498, 960466.722595215, 960600.090637207, 960706.345031738, 960710.309631348, 960729.449911488, 960747.980480325, 960765.666385991, 960782.28338623, 960967.307006836, 961338.325439453, 961436.304992676, 961460.941833496, 961482.499206543, 961532.542785645, 961591.825195312, 961655.726806641, 961674.104431152, 961785.070007324, 961848.201782227, 
961906.507629395, 962103.096435547, 962263.26763916, 962329.037597656, 962858.443603516, 962884.299987793, 962929.895996094, 963019.322631836, 963101.759033203, 963161.92199707, 963351.688598633, 963588.651000977, 963692.640197754, 963725.897399902, 174346.325195312, 174242.667785645, 174050.240600586, 174078.01940918, 174089.177185059, 174083.455383301, 174073.507995605, 173939.403991699, 173830.802001953, 173824.036804199, 173705.500183105, 174202.143005371, 174148.711425781, 173989.249816895, 
173706.819213867, 173597.442810059, 173494.201599121, 173391.658996582, 173470.057800293, 173549.38861084, 173549.417785645, 173549.450805664, 173629.122619629, 173708.535217285, 173786.966796875, 173787.032409668, 173787.094604492, 173864.00378418, 173911.056213379, 173948.56640625, 173983.684387207, 174017.004394531, 174042.602600098, 174057.501403809, 174099.651794434, 174139.460388184, 174182.718383789, 174218.166381836, 174218.278198242, 174218.386413574, 174248.622009277, 174288.543395996, 
174390.597412109, 174390.741821289, 174390.879394531, 174472.15838623, 174510.315795898, 174559.609619141, 174559.724182129, 174559.829406738, 174607.489807129, 174644.859985352, 174724.956787109, 174740.61138916, 174773.864990234, 174886.193603516, 174976.554016113, 175029.406616211, 175121.656982422, 175315.618408203, 175339.067199707, 175343.686401367, 175336.757202148, 175401.682189941, 175458.152404785, 175626.948791504, 175692.697998047, 175708.962219238, 175696.324401855, 175694.684814453, 
175690.340779021, 175683.872472731, 175675.361908211, 175664.916992188, 175583.321411133, 175486.112426758, 175473.029602051, 175472.25958252, 175483.038391113, 175506.905395508, 175525.382995605, 175554.639221191, 175549.601013184, 175497.666381836, 175470.719787598, 175459.969787598, 175509.993591309, 175438.080200195, 175422.073791504, 175078.153015137, 175080.312805176, 175034.611816406, 174993.836608887, 174904.528015137, 174841.862792969, 174608.893005371, 174300.639221191, 174306.686584473, 
174346.325195312)))",0.197278563640489,23231.1099362617
36085000800,Census Tract 8; Richmond County; New York,5402,4554,2773,98,1656,848,2611,814,686,157,0,304,0,76,2611,42,848,1338,383,100449,2892,2724,1804,158,48,44,66,0,8.8,27,Rosebank-Shore Acres-Park Hill,SI01 North Shore (CD 1 Equivalent),8571797.35693,"list(list(c(967470.752624512, 966153.393798828, 966109.915588379, 966097.58203125, 966050.148620605, 966037.710998535, 966027.609191895, 965996.231384277, 965986.034606934, 965973.022827148, 965957.238586426, 965934.509033203, 965909.751831055, 965904.883239746, 965883.068786621, 965837.343200684, 965767.531005859, 965665.126403809, 965610.871398926, 965527.967834473, 965410.285400391, 965394.829589844, 965343.069641113, 965302.0234375, 965243.883789062, 965156.751403809, 965025.104797363, 964903.054382324, 
964789.160400391, 964642.26763916, 964484.088806152, 964542.851806641, 964626.68359375, 964557.33001709, 964423.032409668, 964296.963195801, 964132.944396973, 964042.636230469, 963856.767211914, 963820.507385254, 963721.669006348, 963598.949584961, 963579.215393066, 963553.861022949, 963603.730407715, 963657.677185059, 963715.45703125, 963776.77923584, 963841.320007324, 963908.721801758, 963983.176208496, 964054.735839844, 964108.497192383, 964123.302185059, 964189.522399902, 964251.182434082, 964267.736816406, 
964307.878417969, 964359.279418945, 964395.171630859, 964426.536437988, 964452.901184082, 964467.318237305, 964473.865600586, 964489.154418945, 964496.214599609, 964498.603210449, 964502.172790527, 964499.948425293, 964493.649230957, 964552.389221191, 964776.755432129, 964889.078186035, 965053.008239746, 965189.37298584, 965357.145996094, 965440.947021484, 965569.883789062, 965692.937988281, 965712.094787598, 965888.705383301, 966040.24041748, 966214.170593262, 966271.338989258, 966357.585998535, 
966409.718017578, 966496.145019531, 966572.565795898, 966642.889404297, 966664.201416016, 966716.521789551, 966788.421386719, 966854.828613281, 966880.737426758, 967016.901794434, 967037.52520752, 967183.774841309, 967315.339599609, 967400.851196289, 967460.874023438, 967470.752624512, 160192.830993652, 159414.401611328, 159496.651184082, 159522.391418457, 159609.70880127, 159634.121398926, 159644.088623047, 159712.126403809, 159770.869995117, 159829.088195801, 159886.581604004, 159925.410217285, 
159963.015197754, 159969.624816895, 159999.238586426, 160068.120605469, 160173.286804199, 160327.535400391, 160425.167419434, 160556.809814453, 160740.819213867, 160765.487609863, 160841.608215332, 160902.57019043, 160967.950805664, 161057.927612305, 161250.486206055, 161438.855407715, 161614.199401855, 161835.265197754, 162076.442382812, 162115.385986328, 162170.940185547, 162288.82421875, 162517.094604492, 162731.923400879, 163009.971008301, 163171.148193359, 163497.358398438, 163558.696594238, 
163724.329589844, 163965.444396973, 164004.217407227, 164054.135192871, 164122.211791992, 164187.481018066, 164249.58380127, 164308.189208984, 164363.0078125, 164413.781799316, 164459.505615234, 164510.540222168, 164554.791992188, 164566.92980957, 164629.364013672, 164696.155212402, 164716.779785156, 164766.791381836, 164840.715209961, 164898.608825684, 164960.015991211, 165024.392822266, 165070.275024414, 165091.111816406, 165159.487609863, 165211.263793945, 165228.781799316, 165298.257019043, 165367.174194336, 
165421.711425781, 165324.322998047, 164972.338806152, 164798.773010254, 164506.178405762, 164261.923583984, 163960.116394043, 163810.398986816, 163579.00201416, 163360.307983398, 163326.718994141, 163012.454406738, 162743.327819824, 162433.830200195, 162332.039001465, 162179.555419922, 162083.900024414, 161930.616210938, 161793.844421387, 161666.856811523, 161632.26940918, 161537.955993652, 161410.105407715, 161288.018798828, 161244.197021484, 161005.817993164, 160968.498596191, 160705.119995117, 
160465.336791992, 160318.368591309, 160212.181213379, 160192.830993652)))",0.307453276790791,17570.1493780983
36085000900,Census Tract 9; Richmond County; New York,1910,1073,597,369,57,837,945,207,37,119,0,294,0,112,945,84,605,139,117,62237,1038,963,790,0,0,0,0,0,0,50,St. George-New Brighton,SI01 North Shore (CD 1 Equivalent),2497009.68388,"list(list(c(962269.126037598, 962288.722412109, 962548.442993164, 962368.407409668, 962291.790039062, 962144.582397461, 961894.140014648, 961637.349182129, 961685.052429199, 961742.125793457, 961516.847412109, 961508.235229492, 961479.728027344, 961414.455810547, 960650.799438477, 960047.713195801, 960079.550415039, 960099.812805176, 960153.169006348, 960195.062011719, 960237.942626953, 960452.77142334, 960669.749389648, 960898.82043457, 961473.776611328, 961391.089782715, 961970.914794922, 962269.126037598, 
173705.500183105, 173671.642211914, 173225.806396484, 173182.522399902, 173163.91998291, 173131.640014648, 173072.174804688, 173021.026794434, 172726.407592773, 172427.937194824, 172385.552001953, 172431.963012695, 172579.632995605, 172675.282592773, 172529.17401123, 172419.561401367, 172579.472595215, 172681.250610352, 172945.055603027, 173153.267211914, 173391.658996582, 173494.201599121, 173597.442810059, 173706.819213867, 173989.249816895, 174148.711425781, 174202.143005371, 173705.500183105)))",0.089562757671339,21325.8283873858
36085001100,Census Tract 11; Richmond County; New York,3885,2476,556,1158,148,1409,1514,574,351,36,0,297,0,66,1472,443,609,164,256,73380,1833,1579,1151,85,45,27,13,0,7.4,614,St. George-New Brighton,SI01 North Shore (CD 1 Equivalent),3496829.93843,"list(list(c(962621.678833008, 962450.710632324, 962383.286010742, 962365.892944555, 962349.082641602, 962333.072294062, 962318.069030762, 961893.565795898, 961805.329406738, 961552.585632324, 961207.806030273, 961009.798034668, 960621.268615723, 960467.263000488, 960414.838439941, 960371.452819824, 960371.406799316, 960371.35760498, 960330.586791992, 960330.520996094, 960330.462036133, 960292.935791016, 960292.876831055, 960292.824584961, 960259.093994141, 960259.077636719, 960259.06463623, 960229.596008301, 
960026.827392578, 960002.07043457, 960002.047424316, 960002.027587891, 959982.021240234, 959981.994812012, 959981.971984863, 959967.165588379, 959967.152404785, 959967.14263916, 959957.80859375, 959957.805419922, 959957.802185059, 959954.022583008, 959993.861633301, 960047.713195801, 960650.799438477, 961414.455810547, 961479.728027344, 961508.235229492, 961516.847412109, 961742.125793457, 961685.052429199, 961637.349182129, 961894.140014648, 962144.582397461, 962291.790039062, 962368.407409668, 
962625.590209961, 962621.678833008, 171764.461608887, 171833.640197754, 171824.657592773, 171820.51420514, 171814.423217773, 171806.463093298, 171796.736999512, 171479.517211914, 171413.88861084, 171225.902404785, 171008.379821777, 170903.668823242, 171130.820617676, 171221.207397461, 171251.975219727, 171277.664001465, 171277.690185547, 171277.726196289, 171307.919799805, 171307.968994141, 171308.025024414, 171342.342407227, 171342.398193359, 171342.457214355, 171380.409790039, 171380.426391602, 
171380.442810059, 171421.393981934, 171660.409423828, 171702.695800781, 171702.738586426, 171702.781188965, 171747.958190918, 171748.020812988, 171748.089599609, 171795.389404297, 171795.435424805, 171795.481201172, 171844.044006348, 171844.067199707, 171844.093200684, 171892.971191406, 172151.838806152, 172419.561401367, 172529.17401123, 172675.282592773, 172579.632995605, 172431.963012695, 172385.552001953, 172427.937194824, 172726.407592773, 173021.026794434, 173072.174804688, 173131.640014648, 
173163.91998291, 173182.522399902, 171785.257019043, 171764.461608887)))",0.125424751305748,30974.747484486
36085001700,Census Tract 17; Richmond County; New York,1657,1318,667,327,200,339,709,253,71,25,11,77,19,12,709,0,231,244,234,63558,769,709,627,50,0,7,1,42,8,124,Tompkinsville-Stapleton-Clifton-Fox Hills,SI01 North Shore (CD 1 Equivalent),3295780.603,"list(list(c(962621.678833008, 962606.871398926, 962612.665405273, 962516.799438477, 962474.726013184, 962404.023986816, 962325.146240234, 962298.410827637, 962221.255432129, 961945.967224121, 961654.038818359, 961485.400634766, 961323.133789062, 961090.91619873, 960681.760620117, 960601.977233887, 960526.078186035, 960449.815429688, 960814.703186035, 960950.723205566, 961009.798034668, 961207.806030273, 961552.585632324, 961805.329406738, 961893.565795898, 962318.069030762, 962333.072294062, 962349.082641602, 
962365.892944555, 962383.286010742, 962450.710632324, 962621.678833008, 171764.461608887, 171677.19720459, 171276.220397949, 170738.330993652, 170584.194396973, 170293.509216309, 169975.448791504, 169863.56262207, 169622.932983398, 169254.039611816, 168922.613220215, 169137.829223633, 169347.77520752, 169644.207397461, 170139.910400391, 170184.608398438, 170219.785217285, 170255.130004883, 170782.937194824, 170873.471801758, 170903.668823242, 171008.379821777, 171225.902404785, 171413.88861084, 171479.517211914, 
171796.736999512, 171806.463093298, 171814.423217773, 171820.51420514, 171824.657592773, 171833.640197754, 171764.461608887)))",0.11821264257638,14017.1132620555
